clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_06_s031_fan_20db,voice_06,s031,fan,20,data\noisy_wav\voice_06_s031_fan_20db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_fan_10db,voice_06,s031,fan,10,data\noisy_wav\voice_06_s031_fan_10db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_fan_5db,voice_06,s031,fan,5,data\noisy_wav\voice_06_s031_fan_5db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_fan_0db,voice_06,s031,fan,0,data\noisy_wav\voice_06_s031_fan_0db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_fan_-5db,voice_06,s031,fan,-5,data\noisy_wav\voice_06_s031_fan_-5db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_fan_-10db,voice_06,s031,fan,-10,data\noisy_wav\voice_06_s031_fan_-10db.wav,Please send the report before the end of the day.,Please send a report for the end of the day.,please send the report before the end of the day,please send a report for the end of the day,0.2,0.125
voice_06_s032_cafe_20db,voice_06,s032,cafe,20,data\noisy_wav\voice_06_s032_cafe_20db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_cafe_10db,voice_06,s032,cafe,10,data\noisy_wav\voice_06_s032_cafe_10db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_cafe_5db,voice_06,s032,cafe,5,data\noisy_wav\voice_06_s032_cafe_5db.wav,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_cafe_0db,voice_06,s032,cafe,0,data\noisy_wav\voice_06_s032_cafe_0db.wav,The old clock ticked loudly in the hallway.,your clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,your clock ticked loudly in the hallway,0.25,0.14285714285714285
voice_06_s032_cafe_-5db,voice_06,s032,cafe,-5,data\noisy_wav\voice_06_s032_cafe_-5db.wav,The old clock ticked loudly in the hallway.,The old flock ticked out and fell towards me through the world.,the old clock ticked loudly in the hallway,the old flock ticked out and fell towards me through the world,1.0,0.7857142857142857
voice_06_s032_cafe_-10db,voice_06,s032,cafe,-10,data\noisy_wav\voice_06_s032_cafe_-10db.wav,The old clock ticked loudly in the hallway.,Tata tata,the old clock ticked loudly in the hallway,tata tata,1.0,0.8571428571428571
voice_06_s032_traffic_20db,voice_06,s032,traffic,20,data\noisy_wav\voice_06_s032_traffic_20db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_traffic_10db,voice_06,s032,traffic,10,data\noisy_wav\voice_06_s032_traffic_10db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_traffic_5db,voice_06,s032,traffic,5,data\noisy_wav\voice_06_s032_traffic_5db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_traffic_0db,voice_06,s032,traffic,0,data\noisy_wav\voice_06_s032_traffic_0db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_traffic_-5db,voice_06,s032,traffic,-5,data\noisy_wav\voice_06_s032_traffic_-5db.wav,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_traffic_-10db,voice_06,s032,traffic,-10,data\noisy_wav\voice_06_s032_traffic_-10db.wav,The old clock ticked loudly in the hallway.,You'll have to take the crowdly in the hallway.,the old clock ticked loudly in the hallway,you'll have to take the crowdly in the hallway,0.75,0.5238095238095238
voice_06_s032_fan_20db,voice_06,s032,fan,20,data\noisy_wav\voice_06_s032_fan_20db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_fan_10db,voice_06,s032,fan,10,data\noisy_wav\voice_06_s032_fan_10db.wav,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_fan_5db,voice_06,s032,fan,5,data\noisy_wav\voice_06_s032_fan_5db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_fan_0db,voice_06,s032,fan,0,data\noisy_wav\voice_06_s032_fan_0db.wav,The old clock ticked loudly in the hallway.,The old clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,the old clock ticked loudly in the hallway,0.0,0.0
voice_06_s032_fan_-5db,voice_06,s032,fan,-5,data\noisy_wav\voice_06_s032_fan_-5db.wav,The old clock ticked loudly in the hallway.,Your clock ticked loudly in the hallway.,the old clock ticked loudly in the hallway,your clock ticked loudly in the hallway,0.25,0.14285714285714285
voice_06_s032_fan_-10db,voice_06,s032,fan,-10,data\noisy_wav\voice_06_s032_fan_-10db.wav,The old clock ticked loudly in the hallway.,"With black fog, take the brownie of equality.",the old clock ticked loudly in the hallway,with black fog take the brownie of equality,1.0,0.7619047619047619
voice_06_s033_cafe_20db,voice_06,s033,cafe,20,data\noisy_wav\voice_06_s033_cafe_20db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_cafe_10db,voice_06,s033,cafe,10,data\noisy_wav\voice_06_s033_cafe_10db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_cafe_5db,voice_06,s033,cafe,5,data\noisy_wav\voice_06_s033_cafe_5db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_cafe_0db,voice_06,s033,cafe,0,data\noisy_wav\voice_06_s033_cafe_0db.wav,She wore a green sweater to the interview.,show her a green sweater to the interviewer.,she wore a green sweater to the interview,show her a green sweater to the interviewer,0.375,0.17073170731707318
voice_06_s033_cafe_-5db,voice_06,s033,cafe,-5,data\noisy_wav\voice_06_s033_cafe_-5db.wav,She wore a green sweater to the interview.,for a month into the interview.,she wore a green sweater to the interview,for a month into the interview,0.625,0.4634146341463415
voice_06_s033_cafe_-10db,voice_06,s033,cafe,-10,data\noisy_wav\voice_06_s033_cafe_-10db.wav,She wore a green sweater to the interview.,This book has a deal with her fatigue,she wore a green sweater to the interview,this book has a deal with her fatigue,1.0,0.7073170731707317
voice_06_s033_traffic_20db,voice_06,s033,traffic,20,data\noisy_wav\voice_06_s033_traffic_20db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_traffic_10db,voice_06,s033,traffic,10,data\noisy_wav\voice_06_s033_traffic_10db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_traffic_5db,voice_06,s033,traffic,5,data\noisy_wav\voice_06_s033_traffic_5db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_traffic_0db,voice_06,s033,traffic,0,data\noisy_wav\voice_06_s033_traffic_0db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_traffic_-5db,voice_06,s033,traffic,-5,data\noisy_wav\voice_06_s033_traffic_-5db.wav,She wore a green sweater to the interview.,she wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_traffic_-10db,voice_06,s033,traffic,-10,data\noisy_wav\voice_06_s033_traffic_-10db.wav,She wore a green sweater to the interview.,She wore a green sweater to be interviewed.,she wore a green sweater to the interview,she wore a green sweater to be interviewed,0.25,0.0975609756097561
voice_06_s033_fan_20db,voice_06,s033,fan,20,data\noisy_wav\voice_06_s033_fan_20db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_fan_10db,voice_06,s033,fan,10,data\noisy_wav\voice_06_s033_fan_10db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_fan_5db,voice_06,s033,fan,5,data\noisy_wav\voice_06_s033_fan_5db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_fan_0db,voice_06,s033,fan,0,data\noisy_wav\voice_06_s033_fan_0db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_fan_-5db,voice_06,s033,fan,-5,data\noisy_wav\voice_06_s033_fan_-5db.wav,She wore a green sweater to the interview.,She wore a green sweater to the interview.,she wore a green sweater to the interview,she wore a green sweater to the interview,0.0,0.0
voice_06_s033_fan_-10db,voice_06,s033,fan,-10,data\noisy_wav\voice_06_s033_fan_-10db.wav,She wore a green sweater to the interview.,for a great sweater tie to your phone.,she wore a green sweater to the interview,for a great sweater tie to your phone,0.75,0.5365853658536586
voice_06_s034_cafe_20db,voice_06,s034,cafe,20,data\noisy_wav\voice_06_s034_cafe_20db.wav,The child dropped a spoon onto the floor.,The child dropped a spoon onto the floor.,the child dropped a spoon onto the floor,the child dropped a spoon onto the floor,0.0,0.0
voice_06_s034_cafe_10db,voice_06,s034,cafe,10,data\noisy_wav\voice_06_s034_cafe_10db.wav,The child dropped a spoon onto the floor.,the child dropped a spoon onto the floor.,the child dropped a spoon onto the floor,the child dropped a spoon onto the floor,0.0,0.0
voice_06_s034_cafe_5db,voice_06,s034,cafe,5,data\noisy_wav\voice_06_s034_cafe_5db.wav,The child dropped a spoon onto the floor.,The child dropped a spoon onto the floor.,the child dropped a spoon onto the floor,the child dropped a spoon onto the floor,0.0,0.0
voice_06_s034_cafe_0db,voice_06,s034,cafe,0,data\noisy_wav\voice_06_s034_cafe_0db.wav,The child dropped a spoon onto the floor.,The child dropped a spoon onto the floor.,the child dropped a spoon onto the floor,the child dropped a spoon onto the floor,0.0,0.0
voice_06_s034_cafe_-5db,voice_06,s034,cafe,-5,data\noisy_wav\voice_06_s034_cafe_-5db.wav,The child dropped a spoon onto the floor.,a child wants to save money for free.,the child dropped a spoon onto the floor,a child wants to save money for free,0.875,0.65
voice_06_s034_cafe_-10db,voice_06,s034,cafe,-10,data\noisy_wav\voice_06_s034_cafe_-10db.wav,The child dropped a spoon onto the floor.,The 200 invisible motormusic,the child dropped a spoon onto the floor,the 200 invisible motormusic,0.875,0.775
